Id_Ciente;Nome;Conta N�;D�gito;Ag�ncia; Saldo ; Limite ;Id do Cart�o;N�mero do Cart�o; Limite do Cart�o ;News
560;Bob Malandrão;98765;0;1234;R$ 421;R$ 80.085,00;529;**** **** **** 1337;R$ 1.337;[{'id': 1638, 'icon': '🤣', 'description': 'Descoberta a fonte de risadas incontroláveis: checar o saldo bancário de madrugada!'}]
561;Zelda Aventureira;77777;7;2468;R$ 1.000;R$ 2.021,00;530;**** **** **** 2678;R$ 7.747;[{'id': 1639, 'icon': '🦄', 'description': 'Novidade: Agora você pode depositar unicornios mágicos na sua conta!'}]
562;Ali;123;4;1;R$ 0;R$ 500,00;531;**** **** **** 1997;R$ 1.000;[]
563;Ala;123;5;1;R$ 0;R$ 500,00;532;**** **** **** 1998;R$ 1.000;[]
564;Ale;123;6;1;R$ 0;R$ 500,00;533;**** **** **** 1999;R$ 1.000;[]
565;Alo;123;7;1;R$ 0;R$ 500,00;534;**** **** **** 2999;R$ 1.000;[]
566;Alu;123;8;1;R$ 0;R$ 500,00;535;**** **** **** 2699;R$ 1.000;[]
567;Beatriz Martins;1111;1;11;R$ 0;R$ 10,00;536;**** **** **** 6565;R$ 10;[]
568;Maria Leide;2222;2;22;R$ 0;R$ 10,00;537;**** **** **** 6767;R$ 10;[]
569;Selma Aguiar;3333;3;33;R$ 0;R$ 50,00;538;**** **** **** 9585;R$ 50;[]
570;Arthur da Silva;4444;4;44;R$ 0;R$ 50,00;539;**** **** **** 9859;R$ 50;[]
571;Dolores Gomes;2598;6;65;R$ 0;R$ 500,00;540;**** **** **** 2598;R$ 500;[]
572;José Winer;6598;6;65;R$ 0;R$ 500,00;541;**** **** **** 4528;R$ 500;[]
573;Ozanete Maria;1296;4;65;R$ 0;R$ 500,00;542;**** **** **** 3698;R$ 500;[]
574;Maria Eduarda;2568;9;586;R$ 0;R$ 500,00;543;**** **** **** 1528;R$ 500;[]
575;Junior Construção;6895;9;606;R$ 0;R$ 500,00;544;**** **** **** 8597;R$ 500;[]
576;Caio Dj;5814;3;618;R$ 0;R$ 500,00;545;**** **** **** 1925;R$ 500;[]
577;Daniela Engenheira;2548;3;718;R$ 0;R$ 500,00;546;**** **** **** 3598;R$ 500;[]
578;Danilo Médico;4528;3;818;R$ 0;R$ 500,00;547;**** **** **** 1426;R$ 500;[]
579;Carlos Loja de Carros;4528;6;917;R$ 0;R$ 500,00;548;**** **** **** 1325;R$ 500;[]
580;Deivid;9;9;1;R$ 0;R$ 500,00;549;**** **** **** 9292;R$ 0;[{'id': 1659, 'icon': 'string', 'description': 'string'}]
581;Deivid;9;8;1;R$ 0;R$ 500,00;550;**** **** **** 9293;R$ 1.000;[]
582;Jacira;9;7;1;R$ 0;R$ 500,00;551;**** **** **** 9294;R$ 1.000;[]
583;Sonia;9;6;1;R$ 0;R$ 500,00;552;**** **** **** 9297;R$ 1.000;[]
584;Deivid;8;1;1;R$ 0;R$ 500,00;553;**** **** **** 9260;R$ 1.000;[]
585;AnaFerreira;8;0;1;R$ 0;R$ 500,00;554;**** **** **** 1111;R$ 1.000;[]
586;Marcelo;7;0;1;R$ 0;R$ 800,00;555;**** **** **** 2222;R$ 1.200;[]
587;Bianca;6;0;1;R$ 0;R$ 900,00;556;**** **** **** 3333;R$ 1.500;[]
588;Batman-;2051;7;1;R$ 0;R$ 0,00;557;**** **** **** 2051;R$ 1.000;[{'id': 1733, 'icon': 'string', 'description': 'string'}, {'id': 1748, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Investir é a chave para a prosperidade, Batman!'}]
589;SuperMan-;2051;8;1;R$ 0;R$ 0,00;558;**** **** **** 2052;R$ 1.000;[{'id': 1734, 'icon': 'string', 'description': 'string'}, {'id': 1749, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista agora e garanta um futuro poderoso'}]
590;Flash-;2051;9;1;R$ 0;R$ 0,00;559;**** **** **** 2053;R$ 1.000;[{'id': 1735, 'icon': 'string', 'description': 'string'}, {'id': 1750, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista.O futuro agradece! #FlashInvestimentos'}]
591;Pyterson;1;1;1010;R$ 0;R$ 0,00;560;**** **** **** 1234;R$ 0;[{'id': 1739, 'icon': 'string', 'description': 'string'}]
592;Pip;2;2;1010;R$ 0;R$ 1.000,00;561;**** **** **** 4321;R$ 0;[{'id': 1740, 'icon': 'string', 'description': 'string'}]
593;Pep;3;3;1010;R$ 0;R$ 1.000,00;562;**** **** **** 4321;R$ 0;[{'id': 1741, 'icon': 'string', 'description': 'string'}]
594;Brenda;9;6;1;R$ 0;R$ 500,00;563;**** **** **** 2231;R$ 1.000;[]
595;Lucas;2;6;1;R$ 0;R$ 500,00;564;**** **** **** 2244;R$ 1.000;[]
596;Logan;3;6;1;R$ 0;R$ 500,00;565;**** **** **** 2244;R$ 1.000;[]
597;Pyterson;1000001;1;1234;R$ 0;R$ 0,00;566;**** **** **** 1111;R$ 0;[{'id': 1742, 'icon': 'string', 'description': 'string'}]
598;Andrea;2508;3;10;R$ 0;R$ 1.600,00;567;**** **** **** 1035;R$ 2.500;[{'id': 1743, 'icon': 'https://github.com/digitalinnovationone/santander-dev-week-2023-api/blob/main/docs/icons/credit.svg', 'description': 'O que seu colchao pode render uma boa noite de sono, agora seu dinheiro no Santander pode render um futuro melhor para voce! Invista agora'}, {'id': 1744, 'icon': 'https://github.com/digitalinnovationone/santander-dev-week-2023-api/blob/main/docs/icons/others.svg', 'description': 'Voce ja pensou como seria a sua vida se o seu dinheiro trabalhasse por voce? Isso pode ser possivel com o Santander. Venha investir com o Santander!!'}, {'id': 1780, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Andrea, dinheiros parados perdem valor. Investir é garantir seu futuro financeiro. Faça render!'}, {'id': 1781, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Andrea, transforme sonhos em realidade. O segredo? Investimento: a ponte segura para prosperidade!'}, {'id': 1782, 'icon': 'https://github.com/digitalinnovationone/santander-dev-week-2023-api/blob/main/docs/icons/credit.svg', 'description': 'Olá Andrea, seu futuro pode ser um prêmio, não adie o que pode ser seu agora. Invista hoje!'}, {'id': 1783, 'icon': 'https://github.com/digitalinnovationone/santander-dev-week-2023-api/blob/main/docs/icons/credit.svg', 'description': 'Andrea, transforme sonhos em realidade! Viva de renda, viaje, curta sua família. Dinheiro no colchão não rende!'}, {'id': 1784, 'icon': 'https://github.com/digitalinnovationone/santander-dev-week-2023-api/blob/main/docs/icons/credit.svg', 'description': 'Andrea, com o Santander, viver de renda e curtir a família é possível! Investir é a chave!'}, {'id': 1858, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Andrea, investir no Santander é plantar hoje para colher lucros amanhã. Construa seu futuro conosco!'}, {'id': 1859, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Andrea, transforme o agora em amanhã próspero, investindo com o Santander. Um passo para um futuro dourado!'}]
599;Pip;1000002;2;1234;R$ 0;R$ 0,00;568;**** **** **** 2222;R$ 1.000;[{'id': 1745, 'icon': 'string', 'description': 'string'}]
600;Pep;1000003;3;1234;R$ 0;R$ 0,00;569;**** **** **** 3333;R$ 1.000;[{'id': 1746, 'icon': 'string', 'description': 'string'}]
601;Jordan;1;1;1;R$ 0;R$ 5.000,00;570;**** **** **** 0110;R$ 1.000;[]
607;James;2;2;1;R$ 0;R$ 5.000,00;571;**** **** **** 0220;R$ 1.000;[{'id': 1810, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Jogue bem dentro e fora da quadra: Invista no seu amanhã, James! #SucessoForaDaQuadra #FuturoBrilhante #InvestindoNoAmanhã'}]
608;Curry;3;3;1;R$ 0;R$ 5.000,00;572;**** **** **** 0330;R$ 1.000;[{'id': 1811, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Jogue bem dentro e fora da quadra: Invista no seu amanhã, Curry! #SucessoForaDaQuadra #FuturoBrilhante #InvestindoNoAmanhã'}]
609;Jordan;4;4;1;R$ 0;R$ 5.000,00;573;**** **** **** 0440;R$ 1.000;[{'id': 1812, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Jogue bem dentro e fora da quadra: Invista no seu amanhã, Jordan! #SucessoForaDaQuadra #FuturoBrilhante #InvestindoNoAmanhã'}]
610;Testerson;747474;7;1;R$ 9.517;R$ 500,00;574;**** **** **** 8564;R$ 1.000;[]
611;Testerson Silvarson;47474;7;1;R$ 9.507;R$ 520,00;575;**** **** **** 8500;R$ 1.030;[]
612;Testando Segundo;27272;2;2;R$ 922;R$ 522,00;576;**** **** **** 8522;R$ 1.020;[]
613;Jackson;2509;5;10;-R$ 1.600;R$ 1.600,00;577;**** **** **** 1036;R$ 2.100;[{'id': 1756, 'icon': 'https://github.com/digitalinnovationone/santander-dev-week-2023-api/blob/main/docs/icons/credit.svg', 'description': 'Voce esta no vermelho, não se preocupe que o Santander e o banco Vermelho do seu coração Imprevistos acontecem, planeje seu futuro e viva com mais tranquilidade! Clique para melhorar seu futuro!'}, {'id': 1757, 'icon': 'https://github.com/digitalinnovationone/santander-dev-week-2023-api/blob/main/docs/icons/credit.svg', 'description': 'Olhe para o seu futuro, onde se imagina daqui ha 5 anos? No Santander vamos melhorar seu planejamento e garantir o seu futuro melhor! Conheca nossos investimentos!'}, {'id': 1785, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Jackson, seus investimentos são a ponte para um futuro financeiro seguro e próspero. Invista hoje!'}, {'id': 1786, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá Jackson! Já pensou que cada real economizado pode ser uma semente plantada para um futuro próspero?'}, {'id': 1787, 'icon': 'https://github.com/digitalinnovationone/santander-dev-week-2023-api/blob/main/docs/icons/credit.svg', 'description': 'Jackson, imagine um futuro tranquilo. Hoje, bons investimentos são passos nesse caminho desejado. Vamos começar?'}, {'id': 1788, 'icon': 'https://github.com/digitalinnovationone/santander-dev-week-2023-api/blob/main/docs/icons/credit.svg', 'description': 'Oi Jackson! Invista de maneira inteligente e viva com tranquilidade. Seu dinheiro pode te levar longe!'}, {'id': 1789, 'icon': 'https://github.com/digitalinnovationone/santander-dev-week-2023-api/blob/main/docs/icons/credit.svg', 'description': 'Jackson, transforme sonhos em realidade com o Santander! Dinheiro parado é oportunidade perdida!'}, {'id': 1860, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá, Jackson! Torne cada momento único, investindo com o Santander. Seu futuro brilhará!'}]
614;Beatrix;0;13;3;R$ 0;R$ 3.000,00;578;**** **** **** 0153;R$ 0;[{'id': 1878, 'icon': None, 'description': 'Oi, Beatrix! invista para fazer seu dinheiro crescer. Seu futuro financeiro depende disso!'}]
615;Elizabeth;0;63;6;R$ 0;R$ 3.000,00;579;**** **** **** 0263;R$ 0;[{'id': 1877, 'icon': None, 'description': 'Oi, Elizabeth! invista para fazer seu dinheiro crescer. Seu futuro financeiro depende disso!'}]
616;Cassandra;0;88;8;R$ 0;R$ 8.000,00;580;**** **** **** 0348;R$ 0;[{'id': 1876, 'icon': None, 'description': 'Oi, Cassandra! invista para fazer seu dinheiro crescer. Seu futuro financeiro depende disso!'}]
617;Silvia;2510;9;10;R$ 735.600;R$ 100.000,00;581;**** **** **** 1038;R$ 80.100;[{'id': 1767, 'icon': 'https://github.com/digitalinnovationone/santander-dev-week-2023-api/blob/main/docs/icons/credit.svg', 'description': 'Viver de Renda! Sair de ferias pelo mundo! Curtir a familia com tranquilidade! o Santander tem o investimento certo para esses e os outros melhores momentos do seu futuro! Saiba mais!'}, {'id': 1768, 'icon': 'https://github.com/digitalinnovationone/santander-dev-week-2023-api/blob/main/docs/icons/credit.svg', 'description': 'Quem planta colhe e quem investe Commodities tambem. No Santander temos o investimento seu para garantir o seu futuro. Descubra os melhores investimentos para o seu perfil!'}, {'id': 1790, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje, Silvia! Assegure um futuro financeiro mais tranquilo e abundante.'}, {'id': 1791, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá Silvia, sua segurança financeira é uma obra de arte. Pinte um futuro brilhante com investimentos.'}, {'id': 1792, 'icon': 'https://github.com/digitalinnovationone/santander-dev-week-2023-api/blob/main/docs/icons/credit.svg', 'description': 'Olá Silvia! Investir hoje é como plantar uma árvore para colher frutos amanhã. Vamos começar?'}, {'id': 1793, 'icon': 'https://github.com/digitalinnovationone/santander-dev-week-2023-api/blob/main/docs/icons/credit.svg', 'description': 'Silvia, imagine uma vida de tranquilidade financeira, férias e tempo com a familia. Invista já!'}, {'id': 1794, 'icon': 'https://github.com/digitalinnovationone/santander-dev-week-2023-api/blob/main/docs/icons/credit.svg', 'description': 'Silvia, transforme sonhos em realidade com Santander Investimentos. Seu dinheiro trabalhando, você curtindo!'}, {'id': 1861, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Silvia, transforme o presente em futuro com o Santander. Invista e faça seu dinheiro render. É prático, seguro e rentável!'}]
619;Pytônico;1;3;1010;R$ 0;R$ 0,00;582;**** **** **** 2244;R$ 1.000;[{'id': 1769, 'icon': 'string', 'description': 'string'}, {'id': 1816, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista com segurança e eficiência. #SantanderInvestimentos'}, {'id': 1910, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no futuro! Garanta sua estabilidade financeira.'}, {'id': 1911, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista e conquiste seu futuro! 💰'}]
620;Pycromático;21;3;2;R$ 0;R$ 0,00;583;**** **** **** 2356;R$ 1.000;[{'id': 1770, 'icon': 'string', 'description': 'string'}, {'id': 1817, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje. Seu futuro agradece! #SantanderInvestimentos'}, {'id': 1912, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje, garanta seu amanhã! #PycromáticoInvestimentos'}, {'id': 1913, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista e aproveite o crescimento financeiro! #Pycromático'}]
621;Pyharmônico;31;3;2;R$ 0;R$ 0,00;584;**** **** **** 2366;R$ 1.000;[{'id': 1771, 'icon': 'string', 'description': 'string'}, {'id': 1818, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no seu futuro #SantanderInvestimentos'}, {'id': 1914, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no seu futuro! O Pyharmônico oferece as melhores opções de investimento para você.'}, {'id': 1915, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje para colher amanhã! #Pyharmônico'}]
622;fernanda;11;0;1;R$ 0;R$ 0,00;585;**** **** **** 1111;R$ 0;[{'id': 1819, 'icon': 'string', 'description': 'string'}, {'id': 1828, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Fernanda, invista no seu futuro com segurança e rentabilidade. Conte com o #SantanderInvestimentos!'}]
623;ana;22;0;2;R$ 0;R$ 0,00;586;**** **** **** 2222;R$ 0;[{'id': 1820, 'icon': 'string', 'description': 'string'}, {'id': 1829, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no seu futuro com #SantanderInvestimentos!'}]
624;carlos;33;0;3;R$ 0;R$ 0,00;587;**** **** **** 3333;R$ 0;[{'id': 1821, 'icon': 'string', 'description': 'string'}, {'id': 1830, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista com segurança e crescimento #SantanderInvestimentos'}]
625;Marcos Aurélio;1;100;1010;R$ 0;R$ 0,00;588;**** **** **** 2121;R$ 5.000;[]
626;Silvana Maia;1;200;1010;R$ 0;R$ 0,00;589;**** **** **** 3131;R$ 10.000;[]
627;Mayara Maia;1;300;1010;R$ 0;R$ 0,00;590;**** **** **** 4141;R$ 10.000;[]
629;Xuxa Meneghel;23;93;1;R$ 0;R$ 500,00;591;**** **** **** 4747;R$ 1.000;[]
630;Larissa Manoela;7898;78;1;R$ 0;R$ 500,00;592;**** **** **** 5095;R$ 1.000;[]
631;Larissa Manoela;5217;98;1;R$ 0;R$ 2.000,00;593;**** **** **** 9825;R$ 2.000;[]
632;Neymar Junior da Silva;9898;76;1;R$ 0;R$ 20.000,00;594;**** **** **** 9987;R$ 20.000;[{'id': 2032, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/insurance.svg', 'description': 'Neymar, invista no seu futuro! #PlanejamentoFinanceiro'}, {'id': 2033, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/insurance.svg', 'description': 'Oi Neymar Jr.! Invista com sabedoria e garanta seu futuro financeiro! 💰'}, {'id': 2034, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/insurance.svg', 'description': 'Hey, Neymar! Invista agora e garanta seu futuro financeiro! 💰'}, {'id': 2037, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/insurance.svg', 'description': 'Neymar, invista seu talento no futuro! Seja o craque das finanças e construa sua própria história de sucesso. #InvestimentosNeymar'}]
633;Larissa Manoela;2828;98;1;R$ 0;R$ 20,00;595;**** **** **** 5423;R$ 20;[{'id': 2035, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/insurance.svg', 'description': 'Larissa Manoela, invista no seu futuro e garanta sua estabilidade financeira. #InvestimentosEssenciais'}, {'id': 2038, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/insurance.svg', 'description': 'Larissa Manoela, invista para garantir seu futuro! #PensandoNoSeuSucesso'}]
634;Mae da Larissa Manoela;9876;93;1;R$ 0;R$ 2.000,00;596;**** **** **** 9965;R$ 2.000;[{'id': 2036, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/insurance.svg', 'description': 'Olá, Sra. Manoela! Invista hoje e assegure um futuro promissor para a Larissa. #InvestimentosEmFamília'}, {'id': 2039, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/insurance.svg', 'description': 'Oi, Sra. Ana! Invista no futuro da Larissa Manoela e garanta tranquilidade financeira. #InvestimentosImportantes'}]
635;Ana Flavia;213;5;1;R$ 0;R$ 10.000,00;597;**** **** **** 1611;R$ 10.000.000;[{'id': 1831, 'icon': 'string', 'description': 'string'}]
636;Gustavo M;229;8;1;R$ 0;R$ 10.000,00;598;**** **** **** 0308;R$ 218.521;[{'id': 1832, 'icon': 'string', 'description': 'string'}]
637;Rafael Benson;509;2;1;R$ 0;R$ 10.000,00;599;**** **** **** 1021;R$ 400.000.000;[{'id': 1833, 'icon': 'string', 'description': 'string'}]
638;edreneosvaldo;99;9;9;R$ 0;R$ 500,00;600;**** **** **** 9999;R$ 1.000;[{'id': 1834, 'icon': 'string', 'description': 'string'}]
639;cmais;89;9;8;R$ 0;R$ 500,00;601;**** **** **** 8888;R$ 1.000;[{'id': 1835, 'icon': 'string', 'description': 'string'}]
640;variavel;77;9;7;R$ 0;R$ 500,00;602;**** **** **** 7777;R$ 1.000;[{'id': 1836, 'icon': 'string', 'description': 'string'}]
641;Paulo;10000;1;1;R$ 0;R$ 500,00;603;**** **** **** 0001;R$ 1.000;[]
643;Eren Yaeger;47462;1;1;R$ 525;R$ 1.000,00;605;**** **** **** 1593;R$ 800;[]
644;Mikasa Ackerman;47462;2;1;R$ 950;R$ 1.500,00;606;**** **** **** 3571;R$ 1.200;[]
645;Armin Arlert;47462;3;1;R$ 695;R$ 1.000,00;607;**** **** **** 5286;R$ 900;[]
646;Levi Ackerman;47462;5;1;R$ 2.050;R$ 3.000,00;608;**** **** **** 9998;R$ 5.500;[]
647;Hange Zoe;47462;6;1;R$ 1.733;R$ 2.500,00;609;**** **** **** 5648;R$ 3.600;[]
648;Erwin Smith;47462;7;1;R$ 10.000;R$ 15.000,00;610;**** **** **** 9919;R$ 25.000;[]
650;Meloso;6;1;1;R$ 0;R$ 500,00;611;**** **** **** 2622;R$ 1.000;[]
651;Opo;8;1;1;R$ 0;R$ 500,00;612;**** **** **** 6222;R$ 1.000;[]
652;Meloso;56789;9;49;R$ 0;R$ 500,00;613;N�o Possui Cart�o;R$ 0;[]
660;Cunha;1097922;2;2022;R$ 0;R$ 0,00;615;**** **** **** 2022;R$ 0;[{'id': 1862, 'icon': 'string', 'description': 'string'}]
661;Wenderes;1097933;3;2033;R$ 0;R$ 0,00;616;**** **** **** 2033;R$ 0;[{'id': 1863, 'icon': 'string', 'description': 'string'}]
662;Miranda;1097944;4;2044;R$ 0;R$ 0,00;617;**** **** **** 2044;R$ 0;[{'id': 1864, 'icon': 'string', 'description': 'string'}]
664;John Sturges;9087;67;32419;R$ 0;R$ 0,00;618;**** **** **** 8567;R$ 0;[{'id': 1865, 'icon': 'string', 'description': 'string'}]
665;Sheldon Cooper;9087;87;32418;R$ 0;R$ 0,00;619;**** **** **** 9654;R$ 0;[{'id': 1866, 'icon': 'string', 'description': 'string'}]
666;George Cooper Jr;9087;78;32418;R$ 10.000;R$ 0,00;620;**** **** **** 5678;R$ 0;[{'id': 1867, 'icon': 'string', 'description': 'string'}]
667;Grant Linkletter;9087;45;32418;R$ 0;R$ 0,00;621;**** **** **** 5678;R$ 0;[{'id': 1868, 'icon': 'string', 'description': 'string'}]
668;Missy Cooper;9087;36;32418;R$ 0;R$ 0,00;622;**** **** **** 5678;R$ 0;[{'id': 1869, 'icon': 'string', 'description': 'string'}]
669;Luiz Carlos;921;1;921;R$ 0;R$ 300,00;623;**** **** **** 4326;R$ 1.000;[]
670;Meemaw;9087;12;32418;R$ 0;R$ 0,00;624;**** **** **** 7878;R$ 0;[{'id': 1870, 'icon': 'string', 'description': 'string'}]
671;Santos Le;951;1;951;R$ 0;R$ 500,00;625;**** **** **** 7243;R$ 2.000;[]
672;Afonso Joel;851;1;851;R$ 0;R$ 100,00;626;**** **** **** 5443;R$ 500;[]
673;Mary Cooper;9085;12;32418;R$ 0;R$ 0,00;627;**** **** **** 7878;R$ 0;[{'id': 1871, 'icon': 'string', 'description': 'string'}]
674;George Cooper;5685;12;32418;R$ 0;R$ 0,00;628;**** **** **** 7878;R$ 0;[{'id': 1872, 'icon': 'string', 'description': 'string'}]
675;Aragorn;1248;0;1;R$ 0;R$ 15.000,00;629;**** **** **** 0001;R$ 150.000;[]
676;Boromir;1248;1;1;R$ 0;R$ 10.000,00;630;**** **** **** 0002;R$ 10.000;[]
677;Legolas;1248;2;1;R$ 0;R$ 10.000,00;631;**** **** **** 0003;R$ 100.000;[]
678;Gimli;1248;3;1;R$ 0;R$ 20.000,00;632;**** **** **** 0004;R$ 50.000;[]
679;Gandalf;1248;4;1;R$ 0;R$ 20.000,00;633;**** **** **** 0005;R$ 50.000;[]
680;Frodo;1248;5;1;R$ 0;R$ 20.000,00;634;**** **** **** 0006;R$ 50.000;[]
681;Sam;1248;6;1;R$ 0;R$ 20.000,00;635;**** **** **** 0007;R$ 50.000;[]
682;Merry;1248;7;1;R$ 0;R$ 20.000,00;636;**** **** **** 0008;R$ 50.000;[]
683;Pippin;1248;8;1;R$ 0;R$ 20.000,00;637;**** **** **** 0009;R$ 50.000;[]
684;Dev1;20001;0;11;R$ 0;R$ 0,00;638;**** **** **** 2001;R$ 0;[]
685;Dev2;20002;0;11;R$ 0;R$ 0,00;639;**** **** **** 2002;R$ 0;[]
686;Dev3;20003;0;11;R$ 0;R$ 0,00;640;**** **** **** 2003;R$ 0;[]
687;Maad;1597;1;1597;R$ 0;R$ 0,00;641;**** **** **** 4321;R$ 0;[{'id': 1897, 'icon': 'string', 'description': 'string'}, {'id': 1922, 'icon': None, 'description': 'Invista em si mesmo para garantir um futuro mais seguro e tranquilo.'}]
688;DarthDog;1357;9;1357;R$ 0;R$ 0,00;642;**** **** **** 1234;R$ 0;[{'id': 1898, 'icon': 'string', 'description': 'string'}, {'id': 1923, 'icon': None, 'description': 'Invista agora e garanta seu futuro financeiro. #InvestimentosSãoEssenciais'}]
689;MarshaDog;7592;2;7592;R$ 0;R$ 0,00;643;**** **** **** 1532;R$ 0;[{'id': 1899, 'icon': 'string', 'description': 'string'}, {'id': 1924, 'icon': None, 'description': 'Não deixe o dinheiro dormir, invista para um futuro aconchegante! 🐾💰 #InvestimentosMarshaDog'}]
691;Julia;1248;0;192411;R$ 0;R$ 0,00;644;**** **** **** 0002;R$ 0;[{'id': 1901, 'icon': 'string', 'description': 'string'}]
692;Arthur;1;0;192411;R$ 0;R$ 0,00;645;**** **** **** 0003;R$ 0;[{'id': 1902, 'icon': 'string', 'description': 'string'}]
693;Tony;787845;0;101;R$ 0;R$ 500,00;646;**** **** **** 9897;R$ 1.000;[]
694;Leticia;789845;0;101;R$ 0;R$ 500,00;647;**** **** **** 4598;R$ 1.000;[]
695;Cristiano;786382;0;101;R$ 0;R$ 500,00;648;**** **** **** 7698;R$ 1.000;[]
696;Pythoniza;111111;4;1;R$ 10.000;R$ 1.000,00;649;**** **** **** 4444;R$ 1.000;[{'id': 1916, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invest in technology stocks for long-term growth potential.'}]
697;Peter;111111;5;1;R$ 50.000;R$ 5.000,00;650;**** **** **** 5555;R$ 5.000;[{'id': 1917, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Gold and silver have historically been a safe investment during uncertain times. Consider investing in precious metals.'}]
698;Paty;111111;6;1;R$ 60.000;R$ 6.000,00;651;**** **** **** 6666;R$ 6.000;[{'id': 1918, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invest in technology stocks for long-term growth.'}]
699;Stiven;52;1;1;R$ 0;R$ 500,00;652;**** **** **** 3356;R$ 10;[{'id': 1906, 'icon': 'string', 'description': 'string'}]
700;Stiven;62;1;1;R$ 0;R$ 5.000,00;653;**** **** **** 4356;R$ 1.000;[{'id': 1907, 'icon': 'string', 'description': 'string'}]
701;Allana;562;1;1;R$ 0;R$ 5.000,00;654;**** **** **** 7356;R$ 1.000;[{'id': 1908, 'icon': 'string', 'description': 'string'}]
702;Lusmilla;9562;1;1;R$ 0;R$ 5.000,00;655;**** **** **** 7396;R$ 1.000;[{'id': 1909, 'icon': 'string', 'description': 'string'}]
